##name Bulgarian
##ownname Български
##isocode bg_BG.UTF-8
##plural 0

##id 0x0000
STR_0001_OFF_EDGE_OF_MAP                                        :{WHITE}Извън картата
STR_80AD_RMT_RUBBER_TRUCK                                       :камион за каучук RMT
STR_80AE_MIGHTYMOVER_SUGAR_TRUCK                                :камион за захар Майтимувер
STR_80AF_POWERNAUGHT_SUGAR_TRUCK                                :камион за захар Пауернат
STR_80B0_WIZZOWOW_SUGAR_TRUCK                                   :камион за захар Уизоуоу
STR_80B1_MIGHTYMOVER_COLA_TRUCK                                 :камион за кола Майтимувер
STR_80B2_POWERNAUGHT_COLA_TRUCK                                 :камион за кола Пауернат
STR_80B3_WIZZOWOW_COLA_TRUCK                                    :камион за кола Уизоуоу
STR_80B4_MIGHTYMOVER_COTTON_CANDY                               :камион за захарен памук Майтимувер
STR_80B5_POWERNAUGHT_COTTON_CANDY                               :камион за захарен памук Пауернат
STR_80B6_WIZZOWOW_COTTON_CANDY_TRUCK                            :Уизоуоу камион за захарен памук
STR_80B7_MIGHTYMOVER_TOFFEE_TRUCK                               :Майтимувер камион за карамел
STR_80B8_POWERNAUGHT_TOFFEE_TRUCK                               :Пауернаут камион за карамел
STR_80B9_WIZZOWOW_TOFFEE_TRUCK                                  :Уизоуоу камион за карамел
STR_80BA_MIGHTYMOVER_TOY_VAN                                    :Майтимувер камион за играчки
STR_80BB_POWERNAUGHT_TOY_VAN                                    :Пауернаут камион за играчки
STR_80BC_WIZZOWOW_TOY_VAN                                       :Уизоуоу камион за играчки
STR_80BD_MIGHTYMOVER_CANDY_TRUCK                                :Майтимувер камион за сладки
STR_80BE_POWERNAUGHT_CANDY_TRUCK                                :Пауернаут камион за сладки
STR_80BF_WIZZOWOW_CANDY_TRUCK                                   :Уизоуоу камион за сладки
STR_80C0_MIGHTYMOVER_BATTERY_TRUCK                              :Майтимувер камион за батерии
STR_80C1_POWERNAUGHT_BATTERY_TRUCK                              :Пауернаут камион за батерии
STR_80C2_WIZZOWOW_BATTERY_TRUCK                                 :Уизоуоу камион за батерии
STR_80C3_MIGHTYMOVER_FIZZY_DRINK                                :Майтимувер камион за газирани напитки
STR_80C4_POWERNAUGHT_FIZZY_DRINK                                :Пауернаут камион за газирани напитки
STR_80C5_WIZZOWOW_FIZZY_DRINK_TRUCK                             :Уизоуоу камион за газирани напитки
STR_80C6_MIGHTYMOVER_PLASTIC_TRUCK                              :Майтимувер камион за пластмаса
STR_80C7_POWERNAUGHT_PLASTIC_TRUCK                              :Пауернаут камион за пластмаса
STR_80C8_WIZZOWOW_PLASTIC_TRUCK                                 :Уизоуоу камион за пластмаса
STR_80C9_MIGHTYMOVER_BUBBLE_TRUCK                               :Майтимувер камион за балончета
STR_80CA_POWERNAUGHT_BUBBLE_TRUCK                               :Пауернаут камион за балончета
STR_80CB_WIZZOWOW_BUBBLE_TRUCK                                  :Уизоуоу камион за балончета
STR_80CC_MPS_OIL_TANKER                                         :MPS танкер
STR_80CD_CS_INC_OIL_TANKER                                      :CS-Inc. танкер
STR_80CE_MPS_PASSENGER_FERRY                                    :MPS ферибот
STR_80CF_FFP_PASSENGER_FERRY                                    :FFP ферибот
STR_80D0_BAKEWELL_300_HOVERCRAFT                                :Бейкуел 300 кораб на въздушна възглавница
STR_80D1_CHUGGER_CHUG_PASSENGER                                 :Чугер-чуг ферибот
STR_80D2_SHIVERSHAKE_PASSENGER_FERRY                            :Шивершейк ферибот
STR_80D3_YATE_CARGO_SHIP                                        :Яте товарен кораб
STR_80D4_BAKEWELL_CARGO_SHIP                                    :Бейкуел товарен кораб
STR_80D5_MIGHTYMOVER_CARGO_SHIP                                 :Майтимувер товарен кораб
STR_80D6_POWERNAUT_CARGO_SHIP                                   :Пауернаут товарен кораб
STR_80D7_SAMPSON_U52                                            :Сампсон U52
STR_80D8_COLEMAN_COUNT                                          :Коулман Каунт
STR_80D9_FFP_DART                                               :FFP Дарт
STR_80DA_YATE_HAUGAN                                            :Яте Хюган
STR_80DB_BAKEWELL_COTSWALD_LB_3                                 :Бейкуел Котсуалд LB-3
STR_80DC_BAKEWELL_LUCKETT_LB_8                                  :Бейкуел Лъкет LB-8
STR_80DD_BAKEWELL_LUCKETT_LB_9                                  :Бейкуел Лъкет LB-9
STR_80DE_BAKEWELL_LUCKETT_LB80                                  :Бейкуел Лъкет LB80
STR_80DF_BAKEWELL_LUCKETT_LB_10                                 :Бейкуел Лъкет LB-10
STR_80E0_BAKEWELL_LUCKETT_LB_11                                 :Бейкуел Лъкет LB-11
STR_80E1_YATE_AEROSPACE_YAC_1_11                                :Яте Аероспейс YAC 1-11
STR_80E2_DARWIN_100                                             :Дарвин 100
STR_80E3_DARWIN_200                                             :Дарвин 200
STR_80E4_DARWIN_300                                             :Дарвин 300
STR_80E5_DARWIN_400                                             :Дарвин 400
STR_80E6_DARWIN_500                                             :Дарвин 500
STR_80E7_DARWIN_600                                             :Дарвин 600
STR_80E8_GURU_GALAXY                                            :Гуру Галакси
STR_80E9_AIRTAXI_A21                                            :Аертакси A21
STR_80EA_AIRTAXI_A31                                            :Аертакси A31
STR_80EB_AIRTAXI_A32                                            :Аертакси A32
STR_80EC_AIRTAXI_A33                                            :Аертакси A33
STR_80ED_YATE_AEROSPACE_YAE46                                   :Яте Аероспейс YAe46
STR_80EE_DINGER_100                                             :Дингер 100
STR_80EF_AIRTAXI_A34_1000                                       :Аертакси A34-1000
STR_80F0_YATE_Z_SHUTTLE                                         :Яте Z-Shuttle
STR_80F1_KELLING_K1                                             :Келинг K1
STR_80F2_KELLING_K6                                             :Келинг K6
STR_80F3_KELLING_K7                                             :Келинг K7
STR_80F4_DARWIN_700                                             :Дарвин 700
STR_80F5_FFP_HYPERDART_2                                        :FFP Хипердарт 2
STR_80F6_DINGER_200                                             :Дингер 200
STR_80F7_DINGER_1000                                            :Дингер 1000
STR_80F8_PLODDYPHUT_100                                         :Плодифат 100
STR_80F9_PLODDYPHUT_500                                         :Плодифат 500
STR_80FA_FLASHBANG_X1                                           :Флашбанг X1
STR_80FB_JUGGERPLANE_M1                                         :Джагерплейн M1
STR_80FC_FLASHBANG_WIZZER                                       :Флашбанг Уизер
STR_80FD_TRICARIO_HELICOPTER                                    :Трикарио хеликоптер
STR_80FE_GURU_X2_HELICOPTER                                     :Гуру X2 хеликоптер
STR_80FF_POWERNAUT_HELICOPTER                                   :Пауернат хеликоптер
STR_8100_MESSAGE_FROM_VEHICLE_MANUFACTURE                       :{WHITE}Съобщение от автомобилният производител
STR_8101_WE_HAVE_JUST_DESIGNED_A                                :{GOLD}Току-що създадохме нов {STRING} - бихте ли се съгласили не едногодишна употреба на това МПС, за да видим как то работи преди да го пуснем на пазара за масова употреба?
STR_8102_RAILROAD_LOCOMOTIVE                                    :локомотив за двурелсов път
STR_8103_ROAD_VEHICLE                                           :МПС
STR_8104_AIRCRAFT                                               :самолет
STR_8105_SHIP                                                   :кораб
STR_8106_MONORAIL_LOCOMOTIVE                                    :локомотив за еднорелсов път
STR_8107_MAGLEV_LOCOMOTIVE                                      :локомотив за магниторелсов път

##id 0x8800
STR_8800_TRAIN_DEPOT                                            :{WHITE}{TOWN} Влаково депо
STR_8801_CITIZENS_CELEBRATE_FIRST                               :{BLACK}{BIGFONT}Хората празнуват . . .{}Първи влак пристигна на {STATION}!
STR_8802_DETAILS                                                :{WHITE}{STRING} (Подробности)
STR_8803_TRAIN_IN_THE_WAY                                       :{WHITE}Влак на пътя
STR_8804                                                        :{SETX 10}{COMMA}: {STRING} {STRING}
STR_8805                                                        :{RIGHTARROW}{SETX 10}{COMMA}: {STRING} {STRING}
STR_8806_GO_TO                                                  :Отиди на {STATION}
STR_8807_GO_TO_TRANSFER                                         :Отиди на {STATION} (Обмени и вземи товар)
STR_8808_GO_TO_UNLOAD                                           :Отиди на {STATION} (Разтовари)
STR_8809_GO_TO_TRANSFER_UNLOAD                                  :Отиди на {STATION} (Обмени и не взимай нов товар)
STR_880A_GO_TO_LOAD                                             :Отиди на {STATION} (Товари)
STR_880B_GO_TO_TRANSFER_LOAD                                    :Отиди на {STATION} (Обмени и изчакай до пълен товар)
STR_880C_GO_NON_STOP_TO                                         :Отиди без да спираш на {STATION}
STR_880D_GO_TO_NON_STOP_TRANSFER                                :Отиди без да спираш на {STATION} (Обмени и вземи товар)
STR_880E_GO_NON_STOP_TO_UNLOAD                                  :отиди без да спираш на {STATION} (Разтовари)
STR_880F_GO_TO_NON_STOP_TRANSFER_UNLOAD                         :Отиди без да спираш на {STATION} (Обмени и не товари)
STR_8810_GO_NON_STOP_TO_LOAD                                    :Отиди без да спираш на {STATION} (Товари)
STR_8811_GO_TO_NON_STOP_TRANSFER_LOAD                           :Отиди без да спираш на {STATION} (Обмени и изчакай до пълен товар)
STR_880F_GO_NON_STOP_TO_TRAIN_DEPOT                             :Отиди без да спираш на {TOWN} Влаково депо



STR_UNKNOWN_DESTINATION                                         :неизвестна дестинация
STR_8812_EMPTY                                                  :{LTBLUE}Празен
STR_8813_FROM                                                   :{LTBLUE}{CARGO} от {STATION}
STR_8814_TRAIN_IS_WAITING_IN_DEPOT                              :{WHITE}Влакът {COMMA} чака в депото
STR_8815_NEW_VEHICLES                                           :{BLACK}Нови МПС-та
STR_8816                                                        :{BLACK}-
STR_8819_TRAIN_TOO_LONG                                         :{WHITE}Влакът е прекалено дълъг
STR_881A_TRAINS_CAN_ONLY_BE_ALTERED                             :{WHITE}Влаковете могат да бъдат променяни само когато са спрени в депото
STR_881B_TRAINS                                                 :{WHITE}{COMPANY} - {COMMA} Влак{P "" ове}
STR_881C_NEW_RAIL_VEHICLES                                      :{WHITE}Нови Машини за Двурелсов път
STR_NEW_ELRAIL_VEHICLES                                         :{WHITE}Нови електрически влакове
STR_881D_NEW_MONORAIL_VEHICLES                                  :{WHITE}Нови Машини за Монорелсов път
STR_881E_NEW_MAGLEV_VEHICLES                                    :{WHITE}Нови Машини за Магниторелсов път
STR_881F_BUILD_VEHICLE                                          :{BLACK}Купи Машина
STR_CLONE_ROAD_VEHICLE                                          :{BLACK}Копиране на превозно средство
STR_CLONE_ROAD_VEHICLE_INFO                                     :{BLACK}Така ще бъде построено копие на пътното превозно средство. Натисни CTRL за да споделиш задачите
STR_CLONE_ROAD_VEHICLE_DEPOT_INFO                               :{BLACK}Така ще бъде построено копие на пътното превозно средство. Натисни на този бутон и след това на пътно превозно средство вътре или вън от депото. Натисни CTRL за да споделиш задачите
STR_CLONE_TRAIN                                                 :{BLACK}Клониране на влак
STR_CLONE_TRAIN_INFO                                            :{BLACK}Така ще бъде построено копие на влака заедно с всички негови вагони. Натисни CTRL за да споделиш задачите
STR_CLONE_TRAIN_DEPOT_INFO                                      :{BLACK}Така ще бъде построено копие на влака заедно с всички негови вагони. Натисни на този бутон и след това на влак вътре или вън от депото. Натисни CTRL за да споделиш задачите
STR_8820_RENAME                                                 :{BLACK}Преименувай
STR_8823_SKIP                                                   :{BLACK}Остави
STR_8824_DELETE                                                 :{BLACK}Изтрий
STR_8825_NON_STOP                                               :{BLACK}Без да спира
STR_8826_GO_TO                                                  :{BLACK}Отиди на
STR_8827_FULL_LOAD                                              :{BLACK}Пълен товар
STR_8828_UNLOAD                                                 :{BLACK}Разтовари
STR_8829_ORDERS                                                 :{WHITE}{VEHICLE} (Заповеди)
STR_882A_END_OF_ORDERS                                          :{SETX 10}- - Край на Заповедите - -
STR_882B_CAN_T_BUILD_RAILROAD_VEHICLE                           :{WHITE}Не може да купиш ЖП машина...
STR_882C_BUILT_VALUE                                            :{LTBLUE}{STRING}{BLACK}   Купи: {LTBLUE}{NUM}{BLACK} Цена: {LTBLUE}{CURRENCY}
STR_882D_VALUE                                                  :{LTBLUE}{STRING}{BLACK}   Цена: {LTBLUE}{CURRENCY}
STR_882E                                                        :{WHITE}{VEHICLE}
STR_882F_LOADING_UNLOADING                                      :{LTBLUE}Товарене/ Разтоварване
STR_8830_CAN_T_SEND_TRAIN_TO_DEPOT                              :{WHITE}Не може да пратиш влака в депото...
STR_8831_NO_MORE_SPACE_FOR_ORDERS                               :{WHITE}Няма повече място за още заповеди
STR_8832_TOO_MANY_ORDERS                                        :{WHITE}Прекалено много заповеди
STR_8833_CAN_T_INSERT_NEW_ORDER                                 :{WHITE}Не може да зададеш нова заповед...
STR_8834_CAN_T_DELETE_THIS_ORDER                                :{WHITE}Не може да изтриеш тази заповед...
STR_8835_CAN_T_MODIFY_THIS_ORDER                                :{WHITE}Не може да промениш тази заповед...
STR_8837_CAN_T_MOVE_VEHICLE                                     :{WHITE}Не може да преместиш машината...
STR_8838_N_A                                                    :Не се предлага{SKIP}
STR_8839_CAN_T_SELL_RAILROAD_VEHICLE                            :{WHITE}Не може да продадеш ЖП машината...
STR_883A_UNABLE_TO_FIND_ROUTE_TO                                :{WHITE}Не може да намери маршрута до местното депо
STR_883B_CAN_T_STOP_START_TRAIN                                 :{WHITE}Не може да спреш/пуснеш влака...
STR_883C_SERVICING_INTERVAL_DAYS                                :{BLACK}Дни на обслужване: {LTBLUE}{COMMA}дни{BLACK}   Последно облужване: {LTBLUE}{DATE_LONG}
STR_883D_TRAINS_CLICK_ON_TRAIN_FOR                              :{BLACK}Влакове - кликни върху някой влак за повече информация
STR_883E_BUILD_NEW_TRAINS_REQUIRES                              :{BLACK}Купи нови влакове (изисква влаково депо)
STR_883F_TRAINS_CLICK_ON_TRAIN_FOR                              :{BLACK}Влакове - кликни върху някой влак за повече информация, домъкни машина за да я довавиш/премахнеш от влака
STR_8840_BUILD_NEW_TRAIN_VEHICLE                                :{BLACK}Купи нова ЖП машина
STR_8841_DRAG_TRAIN_VEHICLE_TO_HERE                             :{BLACK}Домъкни ЖП машина тук, за да я продадеш
STR_8842_CENTER_MAIN_VIEW_ON_TRAIN                              :{BLACK}Фокусирай върху мястото на влаковото депо
STR_8843_TRAIN_VEHICLE_SELECTION                                :{BLACK}Списък с влакове - натисни върху влак за информация
STR_8844_BUILD_THE_HIGHLIGHTED_TRAIN                            :{BLACK}Строене на избрания влак
STR_8845_RENAME_TRAIN_VEHICLE_TYPE                              :{BLACK}Преименуване на влак
STR_8846_CURRENT_TRAIN_ACTION_CLICK                             :{BLACK}Текущо същояние на влака - натиснете за спиране/пускане
STR_8847_SHOW_TRAIN_S_ORDERS                                    :{BLACK}Пътен лист
STR_8848_CENTER_MAIN_VIEW_ON_TRAIN                              :{BLACK}Центриране главния прозорец върху влака
STR_8849_SEND_TRAIN_TO_DEPOT                                    :{BLACK}Изпращане влака в депо
STR_884A_FORCE_TRAIN_TO_PROCEED                                 :{BLACK}Игнориране на семафор
STR_884B_REVERSE_DIRECTION_OF_TRAIN                             :{BLACK}Обръщане посоката на влака
STR_884C_SHOW_TRAIN_DETAILS                                     :{BLACK}Показва информация за влака
STR_884D_INCREASE_SERVICING_INTERVAL                            :{BLACK}Увеличава интервалa за сервиз
STR_884E_DECREASE_SERVICING_INTERVAL                            :{BLACK}Намалява интервал за сервиз
STR_884F_SHOW_DETAILS_OF_CARGO_CARRIED                          :{BLACK}Информация за превозвания товар
STR_8850_SHOW_DETAILS_OF_TRAIN_VEHICLES                         :{BLACK}Информация за влаковата композиция
STR_8851_SHOW_CAPACITIES_OF_EACH                                :{BLACK}Капацитет на влаковата композиция
STR_8852_SHOW_TOTAL_CARGO                                       :{BLACK}Общ капацитет на влака, разбит по типове товар
STR_8852_ORDERS_LIST_CLICK_ON_ORDER                             :{BLACK}Пътен лист - натиснете върху назначение за маркиране. CTRL + натискане - центрира върху станцията
STR_8853_SKIP_THE_CURRENT_ORDER                                 :{BLACK}Прескачане на текущото назначение и насочване към следващото
STR_8854_DELETE_THE_HIGHLIGHTED                                 :{BLACK}Изтриване на избраното назначение
STR_8855_MAKE_THE_HIGHLIGHTED_ORDER                             :{BLACK}Преминавай през избраното назначение без спиране
STR_8856_INSERT_A_NEW_ORDER_BEFORE                              :{BLACK}Добавяне на назначение преди избраната или в края на списъка
STR_8857_MAKE_THE_HIGHLIGHTED_ORDER                             :{BLACK}Изчакай на избраното назначение до пълно зареждане с товар
STR_8858_MAKE_THE_HIGHLIGHTED_ORDER                             :{BLACK}Разтоварва на избраното назначение целия товар
STR_8859_NEW_NOW_AVAILABLE                                      :{BLACK}{BIGFONT}Нов {STRING} вече е достъпен!
STR_885A                                                        :{BLACK}{BIGFONT}{STRING}
STR_885C_BROKEN_DOWN                                            :{RED}Развален
STR_885D_AGE_RUNNING_COST_YR                                    :{BLACK}Възраст: {LTBLUE}{STRING}{BLACK}   Оперативни разходи: {LTBLUE}{CURRENCY}/г.
STR_VEHICLE_INFO_WEIGHT_POWER_MAX_SPEED                         :{BLACK}Тегло: {LTBLUE}{WEIGHT_S}  {BLACK}Мощност: {LTBLUE}{POWER}{BLACK} Максимална скорост: {LTBLUE}{VELOCITY}
STR_885F_PROFIT_THIS_YEAR_LAST_YEAR                             :{BLACK}Приход тази година: {LTBLUE}{CURRENCY}  (предходна: {CURRENCY})
STR_8860_RELIABILITY_BREAKDOWNS                                 :{BLACK}Надеждност: {LTBLUE}{COMMA}%  {BLACK}Разваляния след последния сервиз: {LTBLUE}{COMMA}
STR_8861_STOPPED                                                :{RED}Спрян
STR_8862_CAN_T_MAKE_TRAIN_PASS_SIGNAL                           :{WHITE}Влака не може да пропусне сигнала при опасност...
STR_8863_CRASHED                                                :{RED}Катастрофа!

STR_8865_NAME_TRAIN                                             :{WHITE}Име на влак
STR_8866_CAN_T_NAME_TRAIN                                       :{WHITE}Не може да сложи име...
STR_8867_NAME_TRAIN                                             :{BLACK}Име на влак
STR_8868_TRAIN_CRASH_DIE_IN_FIREBALL                            :{BLACK}{BIGFONT}Влакова катастрофа!{}{COMMA} умрели в огнената експлозия
STR_8869_CAN_T_REVERSE_DIRECTION                                :{WHITE}Не може да обърне посоката на влак...
STR_886A_RENAME_TRAIN_VEHICLE_TYPE                              :{WHITE}Преименуване на влак
STR_886B_CAN_T_RENAME_TRAIN_VEHICLE                             :{WHITE}Не може да се преименува влак...
STR_886D_MAKE_THE_HIGHLIGHTED_ORDER                             :{BLACK}Изхвърляне на товара при достигане на избраното назначение
STR_886F_TRANSFER                                               :{BLACK}Транфер


##id 0x9000
STR_9000_ROAD_VEHICLE_IN_THE_WAY                                :{WHITE}Кола на пътя
STR_9001_ROAD_VEHICLES                                          :{WHITE}{COMPANY} - {COMMA} Кол{P а и}
STR_9002                                                        :{WHITE}{VEHICLE}
STR_9003_ROAD_VEHICLE_DEPOT                                     :{WHITE}{TOWN} гараж за коли
STR_9004_NEW_VEHICLES                                           :{BLACK}Ново превозно средство
STR_9006_NEW_ROAD_VEHICLES                                      :{WHITE}Нова кола
STR_9007_BUILD_VEHICLE                                          :{BLACK}Покупка на превозно средство
STR_9009_CAN_T_BUILD_ROAD_VEHICLE                               :{WHITE}Не може да купи кола...
STR_900C_DETAILS                                                :{WHITE}{VEHICLE} (Информация)
STR_900D_AGE_RUNNING_COST_YR                                    :{BLACK}Възраст: {LTBLUE}{STRING}{BLACK}   Разход: {LTBLUE}{CURRENCY}/г.
STR_900E_MAX_SPEED                                              :{BLACK}Макс. скорост: {LTBLUE}{VELOCITY}
STR_900F_PROFIT_THIS_YEAR_LAST_YEAR                             :{BLACK}Печалба тази година: {LTBLUE}{CURRENCY}  (предходна година: {CURRENCY})
STR_9010_RELIABILITY_BREAKDOWNS                                 :{BLACK}Надеждност: {LTBLUE}{COMMA}%  {BLACK}Повреди от последния сервиз: {LTBLUE}{COMMA}
STR_9011_BUILT_VALUE                                            :{LTBLUE}{STRING}{BLACK}   Производство: {LTBLUE}{NUM}{BLACK} Стойност: {LTBLUE}{CURRENCY}
STR_9012_CAPACITY                                               :{BLACK}Капацитет: {LTBLUE}{STRING}
STR_9013_MUST_BE_STOPPED_INSIDE                                 :{WHITE}...трябва да бъде спряно в сервиз за коли
STR_9014_CAN_T_SELL_ROAD_VEHICLE                                :{WHITE}Не може да продаде колата...
STR_9015_CAN_T_STOP_START_ROAD_VEHICLE                          :{WHITE}Не може да пусне/спре колата...
STR_9016_ROAD_VEHICLE_IS_WAITING                                :{WHITE}Кола {COMMA} чака в сервиз
STR_9018_CAN_T_SEND_VEHICLE_TO_DEPOT                            :{WHITE}Не може да изпрати колата в сервиз...
STR_9019_UNABLE_TO_FIND_LOCAL_DEPOT                             :{WHITE}Не може да намери локалния сервиз
STR_901A_ROAD_VEHICLES_CLICK_ON                                 :{BLACK}Коли - натиснете върху кола за информация
STR_901B_BUILD_NEW_ROAD_VEHICLES                                :{BLACK}Покупка на коли (трябва сервиз за коли)
STR_901C_CURRENT_VEHICLE_ACTION                                 :{BLACK}Текущо действие - натиснете за спиране/пускане на превозното средство
STR_901D_SHOW_VEHICLE_S_ORDERS                                  :{BLACK}Пътен лист
STR_901E_CENTER_MAIN_VIEW_ON_VEHICLE                            :{BLACK}Центриране на главния прозорец върху превозното средство
STR_901F_SEND_VEHICLE_TO_DEPOT                                  :{BLACK}Прати МПС-то в депото
STR_9020_FORCE_VEHICLE_TO_TURN_AROUND                           :{BLACK}Накарай МПС-то да обърне
STR_9021_SHOW_ROAD_VEHICLE_DETAILS                              :{BLACK}Покажи детайлите на МПС-то
STR_9022_VEHICLES_CLICK_ON_VEHICLE                              :{BLACK}МПС-та - натисни върху МПС за информация
STR_9023_BUILD_NEW_ROAD_VEHICLE                                 :{BLACK}Купи ново МПС
STR_9024_DRAG_ROAD_VEHICLE_TO_HERE                              :{BLACK}Премести МПС-то тук, за да го продадеш
STR_9025_CENTER_MAIN_VIEW_ON_ROAD                               :{BLACK}Фокусирай общия план върху местонахождението на МПС-депото
STR_9026_ROAD_VEHICLE_SELECTION                                 :{BLACK}Списък с избор на МПС-та - натисни върху МПС за информация
STR_9027_BUILD_THE_HIGHLIGHTED_ROAD                             :{BLACK}Купи посоченото МПС
STR_9028_NEW_ROAD_VEHICLE_NOW_AVAILABLE                         :{BLACK}{BIGFONT}Ново МПС излезе на пазара!
STR_9029                                                        :{BLACK}{BIGFONT}{STRING}
STR_902A_COST_SPEED_RUNNING_COST                                :{BLACK}Цена: {CURRENCY}{}Скорост: {VELOCITY}{}Оперативен разход: {CURRENCY}/год{}Вместимост: {STRING}

STR_902C_NAME_ROAD_VEHICLE                                      :{WHITE}Преименувай МПС-то
STR_902D_CAN_T_NAME_ROAD_VEHICLE                                :{WHITE}Не може да преименуваш МПС-то...
STR_902E_NAME_ROAD_VEHICLE                                      :{BLACK}Преименувай МПС-то
STR_902F_CITIZENS_CELEBRATE_FIRST                               :{BLACK}{BIGFONT}Хората празнуват . . .{}Първи автобус пристигна на {STATION}!
STR_9030_CITIZENS_CELEBRATE_FIRST                               :{BLACK}{BIGFONT}Хората празнуват . . .{}Първи камион пристигна на {STATION}!
STR_9031_ROAD_VEHICLE_CRASH_DRIVER                              :{BLACK}{BIGFONT}Пътно-транспортно Произшествие!{}Шофьор загина на място при екплозия на МПС след сблъсък с влак
STR_9032_ROAD_VEHICLE_CRASH_DIE                                 :{BLACK}{BIGFONT}Пътно-транспортно Произшествие!{}{COMMA} загинаха на място при екплозия на МПС след сблъсък с влак
STR_9033_CAN_T_MAKE_VEHICLE_TURN                                :{WHITE}Не може да обърнеш МПС-то...
STR_9034_RENAME                                                 :{BLACK}Преименувай
STR_9035_RENAME_ROAD_VEHICLE_TYPE                               :{BLACK}Преименувай МПС-то
STR_9036_RENAME_ROAD_VEHICLE_TYPE                               :{WHITE}Преименувай МПС-то
STR_9037_CAN_T_RENAME_ROAD_VEHICLE                              :{WHITE}Не може да преименуваш МПС-то...
STR_9038_GO_TO_ROADVEH_DEPOT                                    :Отиди  в {TOWN} МПС-депото


##id 0x9800
STR_9800_DOCK_CONSTRUCTION                                      :Създаване на Пристанище
STR_9801_DOCK_CONSTRUCTION                                      :{WHITE}Създаване на Пристанище
STR_9802_CAN_T_BUILD_DOCK_HERE                                  :{WHITE}Не може да построиш пристанище тук...
STR_9803_SHIP_DEPOT                                             :{WHITE}{TOWN} Корабно депо
STR_9804_NEW_SHIPS                                              :{BLACK}Нови Кораби
STR_9805_SHIPS                                                  :{WHITE}{COMPANY} - {COMMA} Кораб{P "" и}
STR_9808_NEW_SHIPS                                              :{WHITE}Нови Кораби
STR_9809_BUILD_SHIP                                             :{BLACK}Купи Кораб
STR_CLONE_SHIP                                                  :{BLACK}Клониране на кораб
STR_CLONE_SHIP_INFO                                             :{BLACK}Така ще бъде построено копие на кораб. Натисни CTRL за да споделиш задачите
STR_CLONE_SHIP_DEPOT_INFO                                       :{BLACK}Така ще бъде построено копие на кораб. Натисни този бутон и след това върху кораб вътре или вън от депото. Натисни CTRL за да споделиш задачите
STR_980B_SHIP_MUST_BE_STOPPED_IN                                :{WHITE}Корабът трябва да е спрян в депото
STR_980C_CAN_T_SELL_SHIP                                        :{WHITE}Не може да продадеш кораба...
STR_980D_CAN_T_BUILD_SHIP                                       :{WHITE}Не може да купиш кораба...
STR_980E_SHIP_IN_THE_WAY                                        :{WHITE}Кораб на пътя
STR_980F                                                        :{WHITE}{VEHICLE}
STR_9811_DETAILS                                                :{WHITE}{VEHICLE} (Детайли)
STR_9812_AGE_RUNNING_COST_YR                                    :{BLACK}Възраст: {LTBLUE}{STRING}{BLACK}   Оперативни разходи: {LTBLUE}{CURRENCY}/год
STR_9813_MAX_SPEED                                              :{BLACK}Макс. скорост: {LTBLUE}{VELOCITY}
STR_9814_PROFIT_THIS_YEAR_LAST_YEAR                             :{BLACK}Печалба тази година: {LTBLUE}{CURRENCY}  (миналата година: {CURRENCY})
STR_9815_RELIABILITY_BREAKDOWNS                                 :{BLACK}Надеждност: {LTBLUE}{COMMA}%  {BLACK}Повреди след последния сервиз: {LTBLUE}{COMMA}
STR_9816_BUILT_VALUE                                            :{LTBLUE}{STRING}{BLACK}   Купен: {LTBLUE}{NUM}{BLACK} Цена: {LTBLUE}{CURRENCY}
STR_9817_CAPACITY                                               :{BLACK}Вместимост: {LTBLUE}{STRING}
STR_9818_CAN_T_STOP_START_SHIP                                  :{WHITE}Не може да спреш/задвижиш кораба...
STR_9819_CAN_T_SEND_SHIP_TO_DEPOT                               :{WHITE}Не може да пратиш кораба в депото...
STR_981A_UNABLE_TO_FIND_LOCAL_DEPOT                             :{WHITE}Не може да намери местното депо
STR_981C_SHIP_IS_WAITING_IN_DEPOT                               :{WHITE}Кораб {COMMA} чака в депото
STR_981D_BUILD_SHIP_DOCK                                        :{BLACK}Създай Пристанище
STR_981E_BUILD_SHIP_DEPOT_FOR_BUILDING                          :{BLACK}Създай Корабно Депо (за закупуване и обслужване на кораби)
STR_981F_SHIPS_CLICK_ON_SHIP_FOR                                :{BLACK}Кораби - натисни върху кораб за инфорамция
STR_9820_BUILD_NEW_SHIP                                         :{BLACK}Купи нов кораб
STR_9821_DRAG_SHIP_TO_HERE_TO_SELL                              :{BLACK}Премести кораба тук, за да го продадеш
STR_9822_CENTER_MAIN_VIEW_ON_SHIP                               :{BLACK}Фокусирай общия план върху местонахождението на корабното депо
STR_9823_SHIPS_CLICK_ON_SHIP_FOR                                :{BLACK}Кораби - натисни върху кораб за информация
STR_9824_BUILD_NEW_SHIPS_REQUIRES                               :{BLACK}Купи нови кораби (необходимо е корабно депо)
STR_9825_SHIP_SELECTION_LIST_CLICK                              :{BLACK}Списък с избор на кораби - натисни върху кораб за информация
STR_9826_BUILD_THE_HIGHLIGHTED_SHIP                             :{BLACK}Купи посоченият кораб
STR_9827_CURRENT_SHIP_ACTION_CLICK                              :{BLACK}Настоящо корабно действие - натисни тук, за да спреш/задвижиш кораба
STR_9828_SHOW_SHIP_S_ORDERS                                     :{BLACK}Покажи заповедите на кораба
